City,State,Zip,Bank,BankState,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,Defaulted
RACINE,WI,53402,JPMORGAN CHASE BANK NATL ASSOC,IL,0,60,15,1.0,0,0,1,0,N,Y,10000.0,0.0,10000.0,9000.0,0
NEEDHAM HEIGHTS,MA,2494,CITIZENS BANK NATL ASSOC,RI,812990,31,3,2.0,0,3,0,1,N,N,50000.0,0.0,50000.0,25000.0,1
NO. OGDEN,UT,84404,CENTENNIAL BANK,UT,722110,56,9,1.0,0,0,1,1,N,N,85000.0,0.0,85000.0,72250.0,1
PHILADELPHIA,PA,19124,HSBC BK USA NATL ASSOC,PA,0,60,3,1.0,0,0,1,0,N,Y,30000.0,0.0,30000.0,27000.0,0
CHARLOTTE,NC,28202,FIRST-CITIZENS BK & TR CO,NC,0,84,1,2.0,0,0,1,1,N,N,50000.0,0.0,50000.0,45000.0,0
SAN FRANCISCO,CA,94103,"CAPITAL ACCESS GROUP, INC.",CA,541310,240,12,1.0,6,0,1,1,0,N,323000.0,0.0,323000.0,323000.0,0
TYLER,TX,75701,CAPITAL ONE NATL ASSOC,VA,442210,90,4,1.0,2,4,1,1,N,N,50000.0,0.0,50000.0,25000.0,0
MERIDIAN,MS,39301,"FIRST WESTERN SBLC, INC",TX,0,240,3,2.0,0,0,1,0,N,N,594000.0,0.0,594000.0,445500.0,0
PLAINVIEW,NY,11803,LONG ISLAND DEVEL CORP,NY,0,240,36,1.0,16,20,1,1,N,N,531000.0,0.0,531000.0,531000.0,0
WEST POINT,MS,39773,BBCN BANK,CA,233320,84,5,1.0,7,5,1,2,0,N,15000.0,0.0,15000.0,12750.0,0
CANTON,OH,44708,CAPITAL ONE NATL ASSOC,VA,541490,84,7,1.0,0,7,0,1,N,N,35000.0,0.0,35000.0,17500.0,0
COLEMAN,WI,54112,WISCONSIN BANK & TRUST,WI,321918,60,40,2.0,0,0,1,2,N,N,60000.0,0.0,60000.0,51000.0,0
Middletown,NY,10941,KEYBANK NATIONAL ASSOCIATION,OH,0,60,3,2.0,0,0,1,0,N,N,55000.0,0.0,55000.0,27500.0,0
CEDAR RAPIDS,IA,52402,WELLS FARGO BANK NATL ASSOC,IA,0,120,71,1.0,0,0,79902,0,N,N,162000.0,0.0,162000.0,121500.0,0
HATBORO,PA,19040,"PNC BANK, NATIONAL ASSOCIATION",NJ,451110,84,2,2.0,0,0,1,0,N,N,40000.0,0.0,40000.0,36000.0,0
HOLYOKE,MA,1040,BANK OF WESTERN MASSACHUSETTS,MA,447110,120,19,1.0,0,19,1,1,0,N,460000.0,0.0,468000.0,351000.0,0
DES MOINES,IA,50317,WELLS FARGO BANK NATL ASSOC,SD,0,120,10,1.0,0,0,1,0,N,N,95000.0,0.0,95000.0,85500.0,0
RIDGEWOOD,NY,11385,HSBC BK USA NATL ASSOC,NY,484110,84,1,2.0,0,1,0,1,Y,N,36979.0,0.0,25000.0,12500.0,0
DENHAM SPRINGS,LA,70726,WHITNEY BANK,MS,561431,84,2,2.0,0,0,50564,2,0,Y,130000.0,0.0,130000.0,110500.0,0
SYLMAR,CA,91342,BBCN BANK,CA,445299,70,4,1.0,1,4,0,1,N,N,15000.0,0.0,15000.0,12750.0,1
GUTHRIE CENTER,IA,50115,PEOPLES TRUST & SAVINGS BANK,IA,713950,84,11,1.0,0,0,1,0,0,Y,95000.0,0.0,95000.0,76000.0,0
COLFAX,WI,54730,WISCONSIN BUS. DEVEL FINAN COR,WI,321999,240,1,2.0,9,0,1,2,N,N,147000.0,0.0,188000.0,188000.0,0
SANTA CRUZ,CA,95060,SANTA CRUZ COMMUNITY CU,CA,611620,98,20,1.0,0,20,1,1,T,N,86623.0,0.0,65000.0,32500.0,0
LAS VEGAS,NV,89104,U.S. BANK NATIONAL ASSOCIATION,OH,238310,84,20,1.0,10,30,0,1,Y,N,155705.0,0.0,35000.0,17500.0,0
HUNTINGTON BEACH,CA,92648,CALIFORNIA STATEWIDE CERT. DEV,CA,541219,240,3,1.0,1,3,1,1,0,N,152000.0,0.0,152000.0,152000.0,0
DOWNERS GROVE,IL,60516,BBCN BANK,CA,421690,60,1,1.0,2,1,1,1,0,N,5000.0,0.0,5000.0,4250.0,1
GERMANTON,NC,27019,BRANCH BK. & TR CO,NC,812990,66,0,2.0,6,0,0,1,N,,105000.0,0.0,105000.0,94500.0,0
GAITHERSBURG,MD,20882,SANDY SPRING BANK,MD,541519,84,1,1.0,0,0,1,1,0,N,50000.0,0.0,50000.0,25000.0,0
ATLANTA,GA,30329,REGIONS BANK,GA,0,120,2,2.0,0,0,1,0,N,N,60000.0,0.0,60000.0,54000.0,0
KENNESAW,GA,30140,BANK OF AMERICA NATL ASSOC,NC,454311,120,4,2.0,0,0,1,0,N,N,170000.0,0.0,175000.0,148750.0,0
GRAYSON,GA,30017,BANK OF AMERICA NATL ASSOC,NC,238330,76,7,1.0,0,0,1,1,N,N,30000.0,0.0,30000.0,15000.0,1
KENT,WA,98031,HERITAGE BANK,WA,0,84,6,1.0,0,0,1,0,N,Y,40000.0,0.0,40000.0,36000.0,0
ESCONDIDO,CA,92029,CALIFORNIA BANK & TRUST,CA,423210,84,7,1.0,0,7,0,1,Y,N,100000.0,0.0,100000.0,50000.0,0
EMERY,UT,84522,AMERICANWEST BANK,WA,212393,240,14,1.0,0,0,1,2,N,N,258000.0,0.0,258000.0,193500.0,0
WHITESBURG,KY,41858,"COMMUNITY TRUST BANK, INC.",KY,424710,78,6,1.0,0,6,0,2,N,N,150000.0,0.0,150000.0,75000.0,0
WICKENBURG,AZ,85390,MERIDIAN BANK NATL ASSOC,AZ,213111,120,2,2.0,0,0,1,2,0,Y,80000.0,0.0,80000.0,68000.0,0
Barngat,NJ,8005,COMMUNITY SOUTH BANK,TN,713940,123,2,2.0,3,2,0,1,N,N,291000.0,0.0,291000.0,218250.0,0
COLUMBIA,SC,29203,"BUSINESS CAROLINA, INC.",SC,445120,240,4,1.0,4,4,1,1,0,N,150000.0,0.0,206000.0,154500.0,0
PORTLAND,OR,97226,U.S. BANK NATIONAL ASSOCIATION,OR,0,83,25,1.0,0,0,1,0,N,N,93000.0,0.0,93000.0,78120.0,0
ANNAPOLIS,MD,21401,FIRST NATL BK OF PENNSYLVANIA,MD,713990,120,15,1.0,0,0,1,1,0,Y,120000.0,0.0,120000.0,102000.0,0
BORGER,TX,79007,WELLS FARGO BANK NATL ASSOC,TX,0,84,8,1.0,0,0,0,0,N,N,250000.0,0.0,250000.0,212500.0,0
CLEVELAND,UT,84518,ZIONS FIRST NATIONAL BANK,UT,238350,84,1,1.0,0,1,0,1,Y,N,37607.0,0.0,20000.0,10000.0,0
PEWAUKEE,WI,53072,WISCONSIN BUS. DEVEL FINAN COR,WI,811111,240,1,2.0,5,0,1,0,N,N,145000.0,0.0,158000.0,158000.0,0
CHANTILLY,VA,22021,"BUSINESS FINANCE GROUP, INC.",VA,334111,240,10,1.0,3,0,1,0,N,N,130000.0,0.0,130000.0,130000.0,0
GUILD,NH,3754,CITIZENS BANK NATL ASSOC,RI,811111,171,6,1.0,0,0,1,1,T,N,109476.0,0.0,50000.0,25000.0,0
HOLLIS,NY,11423,JPMORGAN CHASE BANK NATL ASSOC,IL,453998,50,2,2.0,0,2,0,1,Y,N,109098.0,0.0,25000.0,12500.0,1
SIOUX FALLS,SD,57105,FIRST PREMIER BANK,SD,531210,84,2,2.0,0,0,1,1,0,Y,45414.0,0.0,47000.0,39950.0,0
LITTLE ROCK,AR,72204,SIMMONS FIRST NATIONAL BANK,AR,561439,120,14,1.0,0,0,1,1,0,Y,60000.0,0.0,60000.0,51000.0,0
KANSAS CITY,KS,66109,BANK OF BLUE VALLEY,KS,713940,150,5,2.0,5,0,1,1,0,N,100000.0,0.0,100000.0,50000.0,0
ROCKLAND,NY,10954,CMS BANK,NY,421730,48,1,1.0,0,0,1,0,N,N,25000.0,0.0,25000.0,22500.0,0
HOUSTON,TX,77008,BANK OF AMERICA NATL ASSOC,NC,424990,67,8,1.0,0,8,0,1,N,N,45000.0,0.0,35000.0,17500.0,1
RIVERSIDE,CA,92508,WELLS FARGO BANK NATL ASSOC,SD,422210,300,8,1.0,0,0,1,0,N,0,284000.0,0.0,284000.0,198800.0,0
LUTZ,FL,33558,BANK OF AMERICA NATL ASSOC,NC,332311,84,1,2.0,0,0,1,1,Y,N,15500.0,0.0,10000.0,5000.0,0
TEMPE,AZ,85283,JPMORGAN CHASE BANK NATL ASSOC,IL,621210,84,2,1.0,2,2,0,1,Y,N,67612.0,0.0,50000.0,25000.0,0
HAVERFORD (TOWNSHIP OF),PA,19083,"TD BANK, NATIONAL ASSOCIATION",DE,448190,222,1,1.0,2,3,1,1,0,N,298630.0,0.0,298800.0,224100.0,0
EXIRA,IA,50076,U.S. BANK NATIONAL ASSOCIATION,IA,235610,15,45,1.0,0,0,1,0,N,N,350000.0,0.0,400000.0,300000.0,0
CASTROVILLE,TX,78009,COMMUNITY NATIONAL BANK,TX,238220,50,5,2.0,10,15,1,2,0,N,350000.0,0.0,350000.0,175000.0,1
NATICK,MA,1760,,,0,84,3,1.0,0,0,1,0,N,N,80000.0,0.0,80000.0,60000.0,0
AURORA,IL,60505,BANCO POPULAR NORTH AMERICA,NY,812310,240,1,1.0,1,1,1,1,0,N,850000.0,0.0,850000.0,637500.0,0
SACRAMENTO,CA,95825,WELLS FARGO BANK NATL ASSOC,CA,621210,84,3,1.0,0,0,1,0,0,N,50000.0,0.0,50000.0,25000.0,0
MIDDLEBURY,VT,5753,NATIONAL BANK OF MIDDLEBURY,VT,621340,109,6,2.0,0,6,0,2,N,N,101000.0,0.0,101000.0,85850.0,0
CENTENNIAL,WY,82070,CAPITAL WEST BANK,WY,0,180,29,1.0,0,0,1,0,N,N,182000.0,0.0,182000.0,136500.0,0
Marion,MI,49665,CHEMICAL BANK,MI,321219,24,16,2.0,16,0,0,2,Y,N,290065.0,0.0,200000.0,100000.0,0
Omaha,NE,68127,FIRST STATE BANK,NE,811411,60,3,1.0,0,3,0,1,N,N,48000.0,0.0,48000.0,24000.0,0
LOS GATOS,CA,95030,"SUPERIOR FINANCIAL GROUP, LLC",CA,524210,120,3,1.0,0,3,0,1,N,N,10000.0,0.0,10000.0,8500.0,0
TUCUMCARI,NM,88401,WELLS FARGO BANK NATL ASSOC,NM,112990,60,3,1.0,0,0,1,0,N,N,905500.0,0.0,905500.0,679125.0,0
West Branch,MI,48661,"PNC BANK, NATIONAL ASSOCIATION",IL,442110,60,2,1.0,0,0,1,2,Y,N,89127.0,0.0,30000.0,15000.0,0
AUSTIN,TX,78704,BANK OF AMERICA NATL ASSOC,TX,541110,66,5,2.0,0,0,1,0,0,N,135000.0,0.0,135000.0,101250.0,0
GRANITE,OK,73646,METRO AREA DEVEL CORP,OK,327991,240,8,1.0,17,9,0,0,N,N,133000.0,0.0,133000.0,133000.0,0
LITTLETON,CO,80122,U.S. BANK NATIONAL ASSOCIATION,OH,512110,300,14,1.0,0,0,1,0,0,N,1014500.0,0.0,1014500.0,750000.0,0
MARIETTA,OH,45750,JPMORGAN CHASE BANK NATL ASSOC,IL,237110,84,3,2.0,2,1,0,2,N,N,20000.0,0.0,20000.0,10000.0,0
CLAREMONT,CA,91711,BANK OF AMERICA NATL ASSOC,NC,448140,84,2,1.0,0,2,1,1,Y,N,99000.0,0.0,50000.0,25000.0,0
BISMARCK,ND,58501,AMERICAN BANK CENTER,ND,453910,120,8,1.0,0,8,1,1,0,N,124950.0,0.0,125000.0,106250.0,0
SOUTH PORTLAND,ME,4106,"COASTAL ENTERPRISES, INC.",ME,541410,240,3,1.0,3,3,1,1,0,N,145000.0,0.0,145000.0,145000.0,0
JEFFERSONVILLE,IN,47130,REPUBLIC BANK & TRUST COMPANY,KY,541611,72,80,1.0,40,80,0,1,N,N,408500.0,0.0,408500.0,306375.0,0
IVYLAND,PA,18974,"WACHOVIA SBA LENDING, INC.",CA,811111,288,5,1.0,3,5,1,1,0,N,616000.0,0.0,616000.0,462000.0,0
Savannah,GA,31405,CAPITAL ONE NATL ASSOC,VA,238910,45,15,1.0,0,0,1,1,N,N,50000.0,0.0,50000.0,25000.0,1
SOUTH PORTLAND,ME,4106,KEYBANK NATIONAL ASSOCIATION,OH,0,120,2,2.0,10,2,1,1,0,N,350000.0,0.0,350000.0,262500.0,0
LOS ANGELES,CA,90021,BANK OF AMERICA NATL ASSOC,NC,424330,84,6,2.0,0,6,0,1,Y,N,52500.0,0.0,35000.0,17500.0,0
LATHAM,NY,12110,HSBC BK USA NATL ASSOC,NY,722110,53,1,1.0,19,19,1,1,0,N,124000.0,0.0,124000.0,62000.0,1
IRVINE,CA,92614,BANK OF AMERICA NATL ASSOC,NC,811111,84,2,1.0,2,2,1,1,Y,N,100000.0,0.0,50000.0,25000.0,0
ROOSEVELT,UT,84066,MOUNTAIN AMERICA FCU,UT,713910,84,1,2.0,0,1,1,2,Y,N,40603.0,0.0,25000.0,12500.0,0
RAHWAY,NJ,7065,"TD BANK, NATIONAL ASSOCIATION",NJ,445110,36,26,1.0,6,32,1,1,Y,N,83000.0,0.0,83000.0,41500.0,0
HERMOSA BEACH,CA,90254,ADVANTAGE CERT. DEVEL CORP,CA,0,240,18,1.0,5,0,1,0,N,N,166000.0,0.0,166000.0,166000.0,0
TACOMA,WA,98421,HERITAGE BANK,WA,447110,240,9,1.0,0,9,1,1,0,N,2000000.0,0.0,2000000.0,1000000.0,0
OXNARD,CA,93030,BANK OF AMERICA NATL ASSOC,NC,541110,44,3,1.0,0,3,1,1,Y,N,10000.0,0.0,10000.0,5000.0,1
EUREKA,CA,95501,UMPQUA BANK,CA,713940,84,4,2.0,3,4,1,1,0,N,30000.0,0.0,30000.0,25500.0,0
MOSINEE,WI,54455,PEOPLES STATE BANK,WI,238220,31,4,1.0,0,0,0,1,N,N,35500.0,0.0,35500.0,17750.0,1
GRAND RAPIDS,MI,49548,ECONOMIC DEVEL FOUNDATION CERT,MI,0,240,11,1.0,11,0,1,0,N,N,385000.0,0.0,385000.0,385000.0,0
GOLDEN,CO,80401,VECTRA BK COLORADO NATL ASSOC,NM,0,60,129,1.0,0,0,1,0,N,N,720000.0,0.0,720000.0,540000.0,0
EDMONDS,WA,98020,U.S. BANK NATIONAL ASSOCIATION,OH,722110,84,12,1.0,0,12,0,1,Y,N,45155.0,0.0,20000.0,10000.0,0
LAS VEGAS,NV,89104,NEVADA STATE BANK,NV,621210,120,6,1.0,0,0,1,0,N,N,291000.0,0.0,291000.0,218250.0,0
BISMARCK,ND,58504,DAKOTA CERT. DEVEL CO,ND,524291,240,5,2.0,1,4,1,1,N,N,259000.0,0.0,259000.0,259000.0,0
OCEANSIDE,NY,11562,LONG ISLAND DEVEL CORP,NY,0,240,38,1.0,0,0,0,0,N,N,185000.0,0.0,195000.0,195000.0,0
TAMPA,FL,33610,JPMORGAN CHASE BANK NATL ASSOC,IL,541512,84,2,2.0,2,2,0,1,Y,N,52994.0,0.0,25000.0,12500.0,0
EL CAJON,CA,92021,NEIGHBORHOOD NATIONAL BANK,CA,447110,60,3,1.0,0,3,1,1,0,N,177000.0,0.0,177000.0,132750.0,0
MANASSAS,VA,20109,VIRGINIA HERITAGE BANK,VA,334111,84,10,1.0,40,10,0,2,N,N,1500000.0,0.0,1500000.0,1350000.0,0
INDIANAPOLIS,IN,46240,FIRST FARMERS BANK AND TRUST,IN,722410,57,17,2.0,2,17,0,1,N,N,240000.0,0.0,240000.0,216000.0,1
CARROLL,IA,51401,IOWA SAVINGS BANK,IA,111421,96,1,1.0,0,0,1,0,0,Y,39500.0,0.0,39500.0,31600.0,0
WEST CHESTER,OH,45069,CAPITAL ONE NATL ASSOC,VA,561611,53,10,1.0,4,10,0,2,N,N,75000.0,0.0,75000.0,37500.0,1
EL MONTE,CA,91731,MUFG UNION BANK NATL ASSOC,CA,811310,84,1,1.0,1,1,1,0,0,N,75000.0,0.0,75000.0,56250.0,0
UNIONTOWN,PA,15425,FIRST NATL BK OF PENNSYLVANIA,PA,451130,46,3,2.0,0,3,1,2,0,N,60000.0,0.0,60000.0,30000.0,1
Port St. Lucie,FL,34986,"PNC BANK, NATIONAL ASSOCIATION",DE,621111,42,2,2.0,2,2,0,1,N,N,150000.0,0.0,150000.0,135000.0,0
HOLLYWOOD,MD,20636,UNITED BANK,VA,235210,300,10,1.0,0,0,1,0,N,N,350000.0,0.0,350000.0,262500.0,0
LANESBORO (TOWN NAME LANESBORO,MA,1237,GREYLOCK FCU,MA,561730,84,1,2.0,2,3,1,2,Y,N,51778.0,0.0,25000.0,12500.0,0
ASHEVILLE,NC,28806,BANK OF AMERICA NATL ASSOC,NC,448150,84,1,1.0,0,0,1,1,Y,N,15000.0,0.0,15000.0,7500.0,0
Lansing,MI,48933,"PNC BANK, NATIONAL ASSOCIATION",DE,812112,60,1,1.0,0,1,0,1,Y,N,19108.0,0.0,10500.0,5250.0,0
SAVANNAH,GA,31419,COASTAL AREA DISTRICT DEVEL AU,GA,541940,240,4,2.0,4,4,1,0,N,N,129000.0,0.0,129000.0,129000.0,0
GILBERT,AZ,85233,CALIFORNIA BANK & TRUST,CA,722110,120,2,2.0,33,35,1,1,0,N,350000.0,0.0,350000.0,262500.0,0
INGLEWOOD,CA,90301,WILSHIRE BANK,CA,448150,60,2,1.0,0,2,1,1,0,N,50000.0,0.0,50000.0,25000.0,0
ASTORIA,NY,11105,WELLS FARGO BANK NATL ASSOC,SD,812990,25,2,1.0,0,2,1,1,Y,N,92120.0,0.0,50000.0,25000.0,1
LIBERTYVILLE,IL,60048,NORSTATES BANK,IL,234110,60,23,1.0,0,0,1,0,N,N,165000.0,0.0,165000.0,135300.0,0
BLAINE,MN,55434,CENTRAL MINNESOTA DEVEL CO,MN,811111,240,1,1.0,9,0,1,0,N,N,127000.0,0.0,127000.0,127000.0,0
HAMEL,MN,55340,U.S. BANK NATIONAL ASSOCIATION,OH,541430,48,2,1.0,0,2,0,1,Y,N,63319.0,0.0,30000.0,15000.0,1
EDEN PRAIRIE,MN,55344,KLEINBANK,MN,541511,60,15,1.0,0,0,1,2,0,Y,150000.0,0.0,150000.0,127500.0,0
STERLING,VA,20166,"BUSINESS FINANCE GROUP, INC.",VA,236115,240,8,1.0,7,0,1,1,N,N,318000.0,0.0,318000.0,318000.0,0
WILLIAMSTOWN,VT,5679,NORTHFIELD SAVINGS BANK,VT,0,60,1,1.0,0,0,1,0,N,Y,31000.0,0.0,31000.0,24800.0,0
LYNDONVILLE,VT,5851,COMMUNITY NATIONAL BANK,VT,453110,3,2,2.0,0,2,0,2,N,N,3000.0,0.0,3000.0,1500.0,0
Marion,MI,49665,MERCANTILE BANK OF MICHIGAN,MI,812210,84,6,2.0,0,6,0,2,N,N,98800.0,0.0,98800.0,83980.0,0
Roy,UT,84067,"BUSINESS LOAN CENTER, LLC",SC,447110,300,1,2.0,1,1,0,1,N,N,340000.0,0.0,340000.0,255000.0,0
WEST LOS ANGELES,CA,90025,U.S. BANK NATIONAL ASSOCIATION,OH,722110,300,24,1.0,0,24,1,1,0,N,620500.0,0.0,620500.0,465375.0,0
NORTH PALM BEACH,FL,33408,WELLS FARGO BANK NATL ASSOC,SD,0,71,3,1.0,0,0,1,0,N,N,133000.0,0.0,133000.0,99750.0,0
Columbus,OH,43229,"BUSINESS LOAN CENTER, LLC",FL,511199,84,2,2.0,0,2,0,1,N,N,10000.0,0.0,10000.0,8500.0,0
WARNER ROBINS,GA,31088,WELLS FARGO BANK NATL ASSOC,SD,713940,23,15,1.0,0,15,1,1,0,N,344100.0,0.0,407000.0,305250.0,1
JUNCTION CITY,CA,96048,UMPQUA BANK,CA,445110,84,2,1.0,0,2,1,2,0,N,91000.0,0.0,91000.0,72800.0,0
MEMPHIS,TN,38120,BBCN BANK,CA,541611,55,2,1.0,6,2,1,1,0,N,10000.0,0.0,10000.0,8500.0,1
ATLANTA,GA,30305,CAPITAL ONE NATL ASSOC,VA,453920,84,4,1.0,0,0,1,1,0,Y,110000.0,0.0,150000.0,127500.0,0
SYLMAR,CA,91342,CITY NATIONAL BANK,CA,0,120,26,1.0,0,0,1,0,N,N,400000.0,0.0,400000.0,280000.0,0
NORTHRIDGE,CA,91325,BANK OF AMERICA NATL ASSOC,NC,561720,84,3,1.0,0,0,1,2,Y,N,40000.0,0.0,40000.0,35600.0,0
LITTELTON,CO,80126,COMMUNITY ECONOMIC DEVEL CO OF,CO,235410,240,78,1.0,18,60,1,0,N,N,102000.0,0.0,102000.0,102000.0,0
CITY OF INDUSTRY (INDUSTRY),CA,91748,BANK OF AMERICA NATL ASSOC,NC,337122,84,4,1.0,2,4,1,1,Y,N,50000.0,0.0,50000.0,25000.0,0
FORT WORTH,TX,76106,WELLS FARGO BANK NATL ASSOC,SD,423210,84,17,1.0,0,17,1,1,Y,N,168582.0,0.0,30000.0,15000.0,0
LIVONIA,MI,48152,CITIZENS BANK NATL ASSOC,RI,445120,84,6,1.0,0,8,1,1,N,N,99833.0,0.0,100000.0,50000.0,0
FORKS,WA,98331,U.S. BANK NATIONAL ASSOCIATION,OH,0,60,2,2.0,0,0,1,0,N,N,97000.0,0.0,97000.0,67900.0,0
HOUSTON,TX,77070,AMEGY BK NATL ASSOC,TX,0,60,7,1.0,0,0,1,1,0,Y,150000.0,0.0,150000.0,112500.0,0
ALTOONA,IA,50009,FIRST AMERICAN BANK,IA,441310,120,2,2.0,2,2,1,2,0,N,45000.0,0.0,45000.0,22500.0,0
DESOTO,TX,75115,BANK OF AMERICA NATL ASSOC,NC,812112,84,1,1.0,2,1,1,1,Y,N,15000.0,0.0,15000.0,7500.0,0
NIPOMO,CA,93444,COAST NATIONAL BANK,CA,236115,18,1,1.0,0,1,0,2,Y,N,313271.0,0.0,229400.0,206460.0,0
LUBBOCK,TX,79424,COMPASS BANK,AL,448120,84,2,1.0,0,0,1,0,N,N,57369.0,0.0,60000.0,54000.0,0
BRONX (BOROUGH OF NEW YORK),NY,10458,JPMORGAN CHASE BANK NATL ASSOC,IL,421860,60,2,1.0,5,2,1,1,0,N,20000.0,0.0,20000.0,10000.0,0
CLIFTON PARK,NY,12065,MONADNOCK COMMUNITY BANK,NH,624410,242,18,2.0,0,0,1,0,N,N,360000.0,0.0,360000.0,270000.0,0
NEW YORK,NY,10019,JPMORGAN CHASE BANK NATL ASSOC,IL,812113,17,3,1.0,1,3,1,1,Y,N,214201.0,0.0,50000.0,25000.0,1
SNYDER,TX,79549,COMMUNITY BANK OF SNYDER,TX,0,84,2,1.0,0,0,1,0,N,Y,70000.0,0.0,70000.0,56000.0,0
LOS ANGELES,CA,90005,BBCN BANK,CA,722213,120,10,1.0,0,7,1,1,0,N,715000.0,0.0,715000.0,536250.0,0
STOCKTON,CA,95207,WELLS FARGO BANK NATL ASSOC,SD,541310,300,8,1.0,0,0,1,0,0,N,224000.0,0.0,249000.0,186750.0,0
NEW IBERIA,LA,70560,"SUPERIOR FINANCIAL GROUP, LLC",CA,624410,120,4,1.0,0,4,0,1,N,N,5000.0,0.0,5000.0,4250.0,0
MILWAUKEE,WI,53207,LAYTON STATE BANK,WI,447110,37,3,1.0,0,3,0,1,N,N,35000.0,0.0,35000.0,35000.0,1
ENDWELL,NY,13760,MANUFACTURERS & TRADERS TR CO,NY,323110,6,2,1.0,0,0,1,1,N,N,200000.0,0.0,200000.0,150000.0,0
LEWISTOWN,PA,17044,FIRST NATL BK OF PENNSYLVANIA,PA,441110,84,4,2.0,0,0,1,0,N,N,60000.0,0.0,60000.0,54000.0,0
NEW LONDON,MO,63459,BBCN BANK,CA,721191,66,2,2.0,0,0,0,1,N,N,10000.0,0.0,10000.0,8500.0,1
PISCATAWAY (TOWNSHIP OF),NJ,8854,CROWN BANK,NJ,531210,36,3,2.0,3,1,84473,1,Y,N,37939.0,0.0,25000.0,12500.0,0
CORPUS CHRISTI,TX,78405,TEXAS CERT. DEVEL COMPANY INC.,TX,0,240,7,2.0,7,0,1,0,N,N,196000.0,0.0,196000.0,196000.0,0
CONWAY (CENSUS NAME FOR CONWAY,NH,3818,CITIZENS BANK NATL ASSOC,RI,511130,84,3,1.0,0,3,1,1,Y,N,44781.0,0.0,5000.0,2500.0,0
KALISPELL,MT,59901,GLACIER BANK,MT,453110,119,3,1.0,0,0,1,0,0,Y,30000.0,0.0,30000.0,24000.0,0
SANDY,UT,84070,ZIONS FIRST NATIONAL BANK,UT,624310,288,1,1.0,2,1,1,1,0,N,240000.0,0.0,240000.0,180000.0,0
TYLERTOWN,MS,39667,REGIONS BANK,MS,112320,180,1,2.0,0,0,1,0,N,N,361600.0,0.0,361600.0,307360.0,0
BRIDGEPORT,WV,26330,JPMORGAN CHASE BANK NATL ASSOC,IL,812990,240,4,1.0,3,1,1,1,0,N,48900.0,0.0,48900.0,41565.0,0
COLLBRAN,CO,81624,GRAND VALLEY BANK,UT,0,84,2,1.0,0,0,1,0,N,N,51000.0,0.0,51000.0,40800.0,0
CANOGA PARK,CA,91303,BBCN BANK,CA,333319,84,1,2.0,1,1,1,1,0,N,5000.0,0.0,5000.0,4250.0,0
DALLAS,TX,75356,JPMORGAN CHASE BANK NATL ASSOC,IL,0,48,10,1.0,0,0,1,0,0,N,50000.0,0.0,50000.0,25000.0,0
IRVING,TX,75062,BANK OF AMERICA NATL ASSOC,NC,325620,84,3,1.0,2,3,1,1,Y,N,52000.0,0.0,30000.0,15000.0,0
BRANSON,MO,65616,"RURAL MISSOURI, INC.",MO,0,240,125,2.0,0,125,1,0,N,N,811000.0,0.0,811000.0,811000.0,0
GUYS MILLS,PA,16327,"PNC BANK, NATIONAL ASSOCIATION",DE,713940,120,3,1.0,0,3,1,1,0,N,105000.0,0.0,105000.0,52500.0,0
LISBON,IA,52253,CITIZENS STATE BANK,IA,442110,115,4,1.0,0,4,1,2,0,N,70000.0,0.0,70000.0,59500.0,0
GRANBY,CT,6035,WEBSTER BANK NATL ASSOC,CT,523999,36,3,2.0,2,3,1,2,Y,N,88666.0,0.0,35000.0,17500.0,0
HAMILTON,MT,59840,FARMERS STATE BANK,MT,0,60,2,2.0,0,0,1,0,N,N,22000.0,0.0,22000.0,17600.0,0
GREEN RIVER,WY,82935,FRONTIER CERT. DEVEL CO,WY,722410,240,4,1.0,0,4,1,0,N,N,88000.0,0.0,88000.0,88000.0,0
MARYLAND HEIGHTS,MO,63043,BANK OF AMERICA NATL ASSOC,NC,722110,28,3,2.0,0,3,0,1,Y,N,21500.0,0.0,11000.0,5500.0,1
PARK FOREST,IL,60466,U.S. BANK NATIONAL ASSOCIATION,OH,238990,10,2,1.0,0,2,1,1,Y,N,58807.0,0.0,25000.0,12500.0,1
SUNRISE,FL,33351,BANK OF AMERICA NATL ASSOC,NC,453910,84,4,1.0,0,4,1,1,Y,N,50000.0,0.0,50000.0,25000.0,0
BOSTON,MA,2116,CITIZENS BANK NATL ASSOC,MA,713940,60,25,1.0,3,28,1,1,0,N,50000.0,0.0,50000.0,25000.0,0
Huntsville,AL,35801,"BUSINESS LOAN CENTER, LLC",FL,451211,84,1,2.0,0,1,1,1,N,N,25000.0,0.0,25000.0,21250.0,0
MORGANTOWN,WV,26505,THE HUNTINGTON NATIONAL BANK,WV,448210,52,4,1.0,0,0,1,0,N,N,95500.0,0.0,95500.0,81175.0,0
TULSA,OK,74145,BANK OF AMERICA NATL ASSOC,NC,512110,60,12,1.0,0,0,1,0,N,Y,35000.0,0.0,35000.0,31500.0,0
MIAMI,FL,33283,BANK OF AMERICA NATL ASSOC,NC,561499,69,8,1.0,0,8,0,1,N,N,80000.0,0.0,80000.0,40000.0,1
